src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,attack_type,label,hour,day,anomaly
192.168.1.73,10.0.0.127,10541,757,UDP,202,2023-01-17 13:37:50,Normal,0,13,Tuesday,0
192.168.1.206,10.0.0.248,52112,720,TCP,180,2023-01-08 16:19:40,Normal,0,16,Sunday,0
192.168.1.242,10.0.0.150,22304,536,UDP,626,2023-01-14 13:06:44,Normal,0,13,Saturday,0
192.168.1.157,10.0.0.60,26452,552,UDP,796,2023-01-21 10:09:31,Normal,0,10,Saturday,0
192.168.1.252,10.0.0.24,25441,766,ICMP,328,2023-01-22 03:53:59,Normal,0,3,Sunday,0
192.168.1.228,10.0.0.134,1906,208,ICMP,764,2023-01-10 18:43:26,Normal,0,18,Tuesday,0
192.168.1.107,10.0.0.253,25021,520,TCP,187,2023-01-04 15:15:10,Normal,0,15,Wednesday,0
192.168.1.50,10.0.0.101,39451,825,UDP,1272,2023-01-12 00:51:55,Normal,0,0,Thursday,0
192.168.1.121,10.0.0.233,26163,278,UDP,309,2023-01-15 00:22:26,Normal,0,0,Sunday,0
192.168.1.179,10.0.0.254,27254,463,TCP,697,2023-01-19 23:25:02,Normal,0,23,Thursday,0
192.168.1.124,10.0.0.37,31770,269,UDP,371,2023-01-09 06:40:07,Normal,0,6,Monday,0
192.168.1.241,10.0.0.29,51389,776,UDP,956,2023-01-20 02:12:20,Normal,0,2,Friday,0
192.168.1.72,10.0.0.61,27011,417,UDP,817,2023-01-11 20:25:00,Normal,0,20,Wednesday,0
192.168.1.89,10.0.0.99,19889,894,UDP,1207,2023-01-11 11:15:59,Normal,0,11,Wednesday,0
192.168.1.175,10.0.0.26,49103,1009,ICMP,283,2023-01-11 16:45:16,Normal,0,16,Wednesday,0
192.168.1.81,10.0.0.91,22950,327,UDP,908,2023-01-16 16:43:04,Normal,0,16,Monday,0
192.168.1.20,10.0.0.82,4608,22,ICMP,190,2023-01-11 06:41:08,Generic,1,6,Wednesday,1
192.168.1.210,10.0.0.41,39063,473,UDP,1836,2023-01-12 01:32:17,Normal,0,1,Thursday,0
192.168.1.178,10.0.0.159,36196,326,ICMP,702,2023-01-15 08:04:11,Normal,0,8,Sunday,0
192.168.1.209,10.0.0.13,9178,86,UDP,913,2023-01-20 07:44:02,Worms,1,7,Friday,0
192.168.1.124,10.0.0.7,15755,615,UDP,1839,2023-01-17 13:54:16,Normal,0,13,Tuesday,0
192.168.1.195,10.0.0.24,11995,287,ICMP,966,2023-01-17 01:10:14,Worms,1,1,Tuesday,0
192.168.1.237,10.0.0.193,17518,598,UDP,1397,2023-01-05 01:19:08,Normal,0,1,Thursday,0
192.168.1.198,10.0.0.76,40172,957,UDP,1126,2023-01-16 00:33:11,Worms,1,0,Monday,0
192.168.1.59,10.0.0.92,65135,958,ICMP,961,2023-01-07 10:49:01,DoS,1,10,Saturday,0
192.168.1.55,10.0.0.138,57562,20,TCP,1144,2023-01-16 18:57:01,Worms,1,18,Monday,0
192.168.1.105,10.0.0.167,35003,506,ICMP,587,2023-01-03 08:39:45,Exploits,1,8,Tuesday,0
192.168.1.253,10.0.0.77,36064,255,UDP,88,2023-01-11 11:30:15,Normal,0,11,Wednesday,0
192.168.1.85,10.0.0.193,57417,352,ICMP,1372,2023-01-19 04:11:27,Normal,0,4,Thursday,0
192.168.1.242,10.0.0.222,53082,160,UDP,1709,2023-01-09 17:28:48,Normal,0,17,Monday,0
192.168.1.19,10.0.0.188,38024,428,UDP,526,2023-01-04 11:02:07,Exploits,1,11,Wednesday,0
192.168.1.175,10.0.0.88,19836,371,TCP,1789,2023-01-11 09:18:07,Normal,0,9,Wednesday,0
192.168.1.104,10.0.0.142,19080,392,TCP,808,2023-01-24 00:55:39,Backdoor,1,0,Tuesday,0
192.168.1.175,10.0.0.220,1037,569,ICMP,1487,2023-01-20 19:17:18,Normal,0,19,Friday,0
192.168.1.188,10.0.0.223,33210,252,UDP,1341,2023-01-22 00:29:36,Normal,0,0,Sunday,0
192.168.1.143,10.0.0.188,12232,871,UDP,1161,2023-01-22 23:22:52,Normal,0,23,Sunday,0
192.168.1.18,10.0.0.27,46342,233,ICMP,926,2023-01-12 01:03:23,Normal,0,1,Thursday,0
192.168.1.201,10.0.0.150,12506,950,TCP,1785,2023-01-17 03:35:03,Normal,0,3,Tuesday,0
192.168.1.92,10.0.0.234,15729,953,ICMP,939,2023-01-18 17:00:35,Normal,0,17,Wednesday,0
192.168.1.57,10.0.0.199,19435,995,ICMP,929,2023-01-01 12:35:41,Normal,0,12,Sunday,0
192.168.1.118,10.0.0.142,31841,935,TCP,1856,2023-01-20 13:31:33,Normal,0,13,Friday,0
192.168.1.165,10.0.0.189,61688,552,UDP,1215,2023-01-10 18:13:52,Normal,0,18,Tuesday,0
192.168.1.173,10.0.0.247,44473,524,TCP,1303,2023-01-19 09:06:10,Normal,0,9,Thursday,0
192.168.1.203,10.0.0.57,21541,26,TCP,1491,2023-01-23 16:44:59,Normal,0,16,Monday,0
192.168.1.60,10.0.0.207,65339,683,TCP,1760,2023-01-21 22:36:00,Normal,0,22,Saturday,0
192.168.1.175,10.0.0.243,5151,937,UDP,1000,2023-01-20 07:43:23,Normal,0,7,Friday,0
192.168.1.27,10.0.0.139,6740,645,TCP,1238,2023-01-04 15:48:36,Analysis,1,15,Wednesday,0
192.168.1.191,10.0.0.34,24832,768,UDP,1379,2023-01-17 23:19:11,Normal,0,23,Tuesday,0
192.168.1.169,10.0.0.31,37282,810,TCP,1894,2023-01-15 23:08:11,Normal,0,23,Sunday,0
192.168.1.209,10.0.0.200,27354,87,ICMP,75,2023-01-10 00:20:15,Normal,0,0,Tuesday,1
192.168.1.243,10.0.0.64,30658,687,UDP,993,2023-01-09 07:22:49,Normal,0,7,Monday,0
192.168.1.241,10.0.0.127,5513,675,ICMP,1375,2023-01-08 01:01:18,Shellcode,1,1,Sunday,0
192.168.1.53,10.0.0.97,9523,707,ICMP,1797,2023-01-14 19:10:26,Normal,0,19,Saturday,0
192.168.1.43,10.0.0.123,21898,318,TCP,1780,2023-01-23 11:59:17,Normal,0,11,Monday,0
192.168.1.149,10.0.0.73,23223,517,UDP,861,2023-01-22 20:47:40,Reconnaissance,1,20,Sunday,0
192.168.1.15,10.0.0.60,26980,929,TCP,1499,2023-01-13 04:39:17,Reconnaissance,1,4,Friday,0
192.168.1.64,10.0.0.142,29749,954,UDP,1989,2023-01-01 07:35:52,Normal,0,7,Sunday,0
192.168.1.186,10.0.0.88,27643,776,ICMP,755,2023-01-18 19:30:35,Normal,0,19,Wednesday,0
192.168.1.148,10.0.0.56,5788,712,UDP,694,2023-01-08 06:03:26,Normal,0,6,Sunday,0
192.168.1.240,10.0.0.84,48036,150,UDP,1389,2023-01-13 16:08:57,Normal,0,16,Friday,0
192.168.1.168,10.0.0.201,37514,216,ICMP,1913,2023-01-09 23:08:35,Normal,0,23,Monday,0
192.168.1.122,10.0.0.4,28142,94,UDP,73,2023-01-19 15:51:06,Normal,0,15,Thursday,0
192.168.1.45,10.0.0.4,59622,134,TCP,747,2023-01-15 05:30:07,Reconnaissance,1,5,Sunday,0
192.168.1.58,10.0.0.236,8817,899,TCP,528,2023-01-20 14:09:48,Generic,1,14,Friday,0
192.168.1.129,10.0.0.53,5385,46,UDP,1149,2023-01-08 13:55:04,Backdoor,1,13,Sunday,0
192.168.1.3,10.0.0.126,36600,968,UDP,425,2023-01-20 14:13:32,Normal,0,14,Friday,0
192.168.1.94,10.0.0.176,30407,2,ICMP,715,2023-01-17 20:39:31,Normal,0,20,Tuesday,0
192.168.1.140,10.0.0.150,20540,319,UDP,276,2023-01-05 10:06:35,Fuzzers,1,10,Thursday,0
192.168.1.151,10.0.0.105,38507,689,ICMP,1351,2023-01-03 23:00:52,Normal,0,23,Tuesday,0
192.168.1.237,10.0.0.16,53203,480,UDP,1431,2023-01-19 08:58:26,Normal,0,8,Thursday,0
192.168.1.127,10.0.0.214,50806,538,ICMP,1663,2023-01-05 19:02:15,DoS,1,19,Thursday,0
192.168.1.102,10.0.0.234,36848,797,UDP,1059,2023-01-03 14:10:49,Normal,0,14,Tuesday,0
192.168.1.62,10.0.0.176,5490,64,ICMP,1442,2023-01-03 17:32:47,Normal,0,17,Tuesday,0
192.168.1.197,10.0.0.75,60554,895,UDP,1736,2023-01-20 03:49:04,Normal,0,3,Friday,0
192.168.1.48,10.0.0.71,13262,951,TCP,432,2023-01-14 08:04:39,Exploits,1,8,Saturday,0
192.168.1.180,10.0.0.4,8284,589,ICMP,1604,2023-01-08 07:19:39,Normal,0,7,Sunday,0
192.168.1.211,10.0.0.43,18464,456,ICMP,1042,2023-01-02 23:31:11,Analysis,1,23,Monday,0
192.168.1.26,10.0.0.55,52887,46,UDP,1287,2023-01-20 00:13:45,Normal,0,0,Friday,0
192.168.1.57,10.0.0.73,60868,171,TCP,929,2023-01-21 08:37:20,Normal,0,8,Saturday,0
192.168.1.72,10.0.0.125,41722,279,ICMP,1663,2023-01-15 17:43:09,Normal,0,17,Sunday,0
192.168.1.3,10.0.0.114,57594,831,UDP,1387,2023-01-11 17:44:30,Normal,0,17,Wednesday,0
192.168.1.81,10.0.0.59,10701,995,UDP,436,2023-01-12 05:41:48,Analysis,1,5,Thursday,0
192.168.1.197,10.0.0.159,25482,795,TCP,565,2023-01-23 03:20:53,Normal,0,3,Monday,0
192.168.1.174,10.0.0.189,17806,297,UDP,473,2023-01-21 10:54:05,Normal,0,10,Saturday,0
192.168.1.138,10.0.0.86,40924,408,UDP,411,2023-01-15 09:20:02,Normal,0,9,Sunday,0
192.168.1.210,10.0.0.48,3762,29,ICMP,63,2023-01-13 18:50:30,Worms,1,18,Friday,1
192.168.1.120,10.0.0.32,52210,132,TCP,1414,2023-01-19 01:23:05,Normal,0,1,Thursday,0
192.168.1.66,10.0.0.153,34098,563,UDP,873,2023-01-07 09:51:35,Exploits,1,9,Saturday,0
192.168.1.95,10.0.0.103,12458,361,TCP,1695,2023-01-14 23:43:26,Normal,0,23,Saturday,0
192.168.1.144,10.0.0.166,26571,410,TCP,1497,2023-01-04 00:21:32,Normal,0,0,Wednesday,0
192.168.1.8,10.0.0.72,8060,876,TCP,1660,2023-01-05 04:58:34,Normal,0,4,Thursday,0
192.168.1.181,10.0.0.171,15858,936,TCP,1074,2023-01-10 15:39:26,Worms,1,15,Tuesday,0
192.168.1.164,10.0.0.84,12716,938,ICMP,1373,2023-01-13 06:54:03,Normal,0,6,Friday,0
192.168.1.190,10.0.0.28,47542,711,UDP,1948,2023-01-15 04:04:56,Normal,0,4,Sunday,0
192.168.1.132,10.0.0.41,43073,498,UDP,1478,2023-01-02 10:55:41,Normal,0,10,Monday,0
192.168.1.249,10.0.0.144,60324,253,UDP,169,2023-01-10 12:49:13,Normal,0,12,Tuesday,0
192.168.1.247,10.0.0.167,32670,1004,UDP,932,2023-01-05 03:39:00,Analysis,1,3,Thursday,0
192.168.1.254,10.0.0.178,10252,725,UDP,765,2023-01-01 09:03:13,Normal,0,9,Sunday,0
192.168.1.90,10.0.0.213,25347,1023,TCP,762,2023-01-04 09:47:58,Normal,0,9,Wednesday,0
192.168.1.232,10.0.0.127,23510,625,UDP,1276,2023-01-09 06:40:12,Normal,0,6,Monday,0
192.168.1.18,10.0.0.119,36470,739,ICMP,1787,2023-01-22 05:34:42,Normal,0,5,Sunday,0
192.168.1.236,10.0.0.232,63449,755,ICMP,1671,2023-01-04 00:37:37,Normal,0,0,Wednesday,0
192.168.1.136,10.0.0.137,38618,838,ICMP,301,2023-01-04 06:53:19,Analysis,1,6,Wednesday,0
192.168.1.81,10.0.0.234,58946,148,ICMP,485,2023-01-07 01:31:11,Normal,0,1,Saturday,0
192.168.1.42,10.0.0.7,24869,95,ICMP,629,2023-01-19 02:35:10,DoS,1,2,Thursday,0
192.168.1.231,10.0.0.19,63255,294,UDP,1981,2023-01-13 19:22:34,Normal,0,19,Friday,0
192.168.1.32,10.0.0.156,30742,200,UDP,1209,2023-01-18 04:42:01,Normal,0,4,Wednesday,0
192.168.1.238,10.0.0.94,10401,939,UDP,586,2023-01-08 02:58:15,Normal,0,2,Sunday,0
192.168.1.17,10.0.0.48,2508,544,ICMP,1514,2023-01-22 11:34:37,Normal,0,11,Sunday,0
192.168.1.166,10.0.0.4,65019,94,UDP,1727,2023-01-15 11:11:00,Reconnaissance,1,11,Sunday,0
192.168.1.226,10.0.0.16,51192,405,ICMP,976,2023-01-18 18:36:16,Normal,0,18,Wednesday,0
192.168.1.116,10.0.0.20,57495,474,UDP,1755,2023-01-12 12:47:09,Normal,0,12,Thursday,0
192.168.1.178,10.0.0.133,34952,835,TCP,49,2023-01-24 01:26:02,Normal,0,1,Tuesday,1
192.168.1.137,10.0.0.43,30113,832,ICMP,224,2023-01-06 17:21:55,Normal,0,17,Friday,0
192.168.1.53,10.0.0.249,52859,119,UDP,931,2023-01-12 19:31:12,Normal,0,19,Thursday,0
192.168.1.121,10.0.0.96,9513,947,TCP,309,2023-01-24 02:16:06,Normal,0,2,Tuesday,1
192.168.1.253,10.0.0.116,48210,257,TCP,716,2023-01-16 00:47:55,Normal,0,0,Monday,0
192.168.1.192,10.0.0.103,42915,784,UDP,1707,2023-01-12 06:37:36,Reconnaissance,1,6,Thursday,0
192.168.1.150,10.0.0.157,22123,843,TCP,1970,2023-01-23 14:10:37,Normal,0,14,Monday,0
192.168.1.82,10.0.0.101,21727,53,TCP,806,2023-01-01 13:49:48,Normal,0,13,Sunday,0
192.168.1.82,10.0.0.38,63665,245,ICMP,218,2023-01-23 17:06:43,Normal,0,17,Monday,0
192.168.1.180,10.0.0.174,58557,875,UDP,1367,2023-01-16 20:07:39,Normal,0,20,Monday,0
192.168.1.212,10.0.0.118,31404,369,TCP,706,2023-01-18 07:51:19,Normal,0,7,Wednesday,0
192.168.1.111,10.0.0.197,27560,143,ICMP,957,2023-01-14 18:26:25,Normal,0,18,Saturday,0
192.168.1.224,10.0.0.191,44093,482,TCP,1154,2023-01-01 11:57:46,Normal,0,11,Sunday,0
192.168.1.204,10.0.0.189,27987,908,TCP,1081,2023-01-23 16:02:40,Exploits,1,16,Monday,0
192.168.1.34,10.0.0.185,42076,595,TCP,1666,2023-01-14 05:37:58,Normal,0,5,Saturday,0
192.168.1.233,10.0.0.207,32870,895,ICMP,1299,2023-01-14 08:23:39,Normal,0,8,Saturday,0
192.168.1.48,10.0.0.244,25672,228,ICMP,512,2023-01-21 07:13:24,Exploits,1,7,Saturday,0
192.168.1.9,10.0.0.128,7724,177,TCP,1140,2023-01-12 02:56:24,Analysis,1,2,Thursday,0
192.168.1.31,10.0.0.237,61642,353,UDP,1136,2023-01-15 03:29:44,Normal,0,3,Sunday,0
192.168.1.229,10.0.0.227,4310,317,ICMP,809,2023-01-01 21:52:34,Normal,0,21,Sunday,0
192.168.1.138,10.0.0.196,23593,641,ICMP,1724,2023-01-22 00:15:46,Normal,0,0,Sunday,0
192.168.1.29,10.0.0.44,11645,585,ICMP,1511,2023-01-06 14:58:58,Normal,0,14,Friday,0
192.168.1.43,10.0.0.25,56859,106,UDP,566,2023-01-15 08:43:19,Normal,0,8,Sunday,0
192.168.1.72,10.0.0.249,37560,325,ICMP,1189,2023-01-13 12:45:55,Backdoor,1,12,Friday,0
192.168.1.121,10.0.0.173,8494,585,ICMP,1623,2023-01-09 22:59:57,Normal,0,22,Monday,0
192.168.1.1,10.0.0.252,43416,463,TCP,1405,2023-01-09 06:53:07,Normal,0,6,Monday,0
192.168.1.174,10.0.0.173,5621,358,TCP,529,2023-01-01 07:54:47,Normal,0,7,Sunday,0
192.168.1.167,10.0.0.165,55218,382,TCP,810,2023-01-02 15:53:54,Normal,0,15,Monday,0
192.168.1.124,10.0.0.186,48375,31,ICMP,645,2023-01-10 04:53:43,Worms,1,4,Tuesday,0
192.168.1.19,10.0.0.73,43604,251,ICMP,264,2023-01-18 13:05:07,Reconnaissance,1,13,Wednesday,0
192.168.1.60,10.0.0.132,27675,931,TCP,1319,2023-01-11 10:38:59,Normal,0,10,Wednesday,0
192.168.1.166,10.0.0.124,33165,276,ICMP,1991,2023-01-21 16:51:28,Normal,0,16,Saturday,0
192.168.1.65,10.0.0.181,35651,953,TCP,1369,2023-01-17 16:07:20,Worms,1,16,Tuesday,0
192.168.1.168,10.0.0.94,53781,977,ICMP,268,2023-01-07 17:21:11,Normal,0,17,Saturday,0
192.168.1.142,10.0.0.45,24734,1004,TCP,1940,2023-01-03 16:39:38,Normal,0,16,Tuesday,0
192.168.1.233,10.0.0.146,50868,258,ICMP,976,2023-01-11 23:49:22,Exploits,1,23,Wednesday,0
192.168.1.233,10.0.0.201,23821,105,TCP,1575,2023-01-03 22:16:07,Normal,0,22,Tuesday,0
192.168.1.187,10.0.0.216,47156,438,UDP,1196,2023-01-13 15:15:48,Fuzzers,1,15,Friday,0
192.168.1.162,10.0.0.169,35939,367,TCP,1701,2023-01-10 03:07:06,Normal,0,3,Tuesday,0
192.168.1.77,10.0.0.172,55020,7,UDP,725,2023-01-18 18:26:35,Normal,0,18,Wednesday,0
192.168.1.105,10.0.0.250,58208,445,UDP,1507,2023-01-12 16:18:30,Normal,0,16,Thursday,0
192.168.1.111,10.0.0.35,58580,251,UDP,133,2023-01-23 10:14:10,Normal,0,10,Monday,0
192.168.1.122,10.0.0.141,60015,969,ICMP,1428,2023-01-20 08:13:18,Normal,0,8,Friday,0
192.168.1.87,10.0.0.197,52027,524,ICMP,198,2023-01-04 07:01:22,Normal,0,7,Wednesday,0
192.168.1.49,10.0.0.120,1856,928,ICMP,237,2023-01-09 02:01:15,Normal,0,2,Monday,1
192.168.1.242,10.0.0.227,11216,1022,TCP,998,2023-01-14 23:16:26,Normal,0,23,Saturday,1
192.168.1.134,10.0.0.173,44353,252,ICMP,1140,2023-01-16 20:21:11,Normal,0,20,Monday,0
192.168.1.139,10.0.0.102,26761,486,TCP,241,2023-01-12 11:58:53,Normal,0,11,Thursday,0
192.168.1.26,10.0.0.247,49255,638,UDP,299,2023-01-13 10:46:21,Shellcode,1,10,Friday,0
192.168.1.208,10.0.0.174,7399,381,UDP,1056,2023-01-16 23:10:57,Backdoor,1,23,Monday,0
192.168.1.119,10.0.0.143,48274,15,ICMP,1896,2023-01-19 21:13:18,Normal,0,21,Thursday,1
192.168.1.47,10.0.0.147,59310,903,TCP,1607,2023-01-23 18:27:53,Normal,0,18,Monday,0
192.168.1.91,10.0.0.99,25231,378,UDP,227,2023-01-17 04:00:57,Normal,0,4,Tuesday,0
192.168.1.94,10.0.0.254,46043,566,UDP,1487,2023-01-16 01:43:52,Normal,0,1,Monday,0
192.168.1.138,10.0.0.40,15557,40,ICMP,1837,2023-01-18 16:22:55,Normal,0,16,Wednesday,0
192.168.1.126,10.0.0.106,19266,223,TCP,1951,2023-01-09 17:59:01,Normal,0,17,Monday,0
192.168.1.158,10.0.0.142,9401,6,UDP,1088,2023-01-16 16:54:47,Analysis,1,16,Monday,0
192.168.1.223,10.0.0.159,55779,500,UDP,1054,2023-01-09 20:59:04,Normal,0,20,Monday,0
192.168.1.85,10.0.0.47,29130,978,TCP,1083,2023-01-23 03:09:54,Normal,0,3,Monday,0
192.168.1.38,10.0.0.75,17753,910,UDP,1492,2023-01-01 13:16:42,Normal,0,13,Sunday,0
192.168.1.73,10.0.0.185,12946,65,TCP,1972,2023-01-11 08:25:55,Reconnaissance,1,8,Wednesday,0
192.168.1.27,10.0.0.101,4990,584,TCP,476,2023-01-10 10:32:53,Shellcode,1,10,Tuesday,0
192.168.1.184,10.0.0.98,12135,871,UDP,386,2023-01-08 05:05:34,Normal,0,5,Sunday,0
192.168.1.42,10.0.0.188,10712,678,UDP,1244,2023-01-02 03:01:24,Normal,0,3,Monday,0
192.168.1.249,10.0.0.58,40762,365,TCP,1464,2023-01-15 15:28:03,Normal,0,15,Sunday,0
192.168.1.88,10.0.0.44,53484,54,TCP,52,2023-01-06 21:12:43,Normal,0,21,Friday,1
192.168.1.54,10.0.0.90,27992,504,TCP,1054,2023-01-18 00:40:32,Normal,0,0,Wednesday,0
192.168.1.95,10.0.0.173,56922,512,UDP,744,2023-01-04 17:23:34,Backdoor,1,17,Wednesday,0
192.168.1.165,10.0.0.236,22546,211,ICMP,1675,2023-01-11 15:23:52,Normal,0,15,Wednesday,0
192.168.1.49,10.0.0.189,43595,356,TCP,70,2023-01-06 10:06:03,Normal,0,10,Friday,0
192.168.1.103,10.0.0.147,16436,211,TCP,1605,2023-01-07 15:24:44,Normal,0,15,Saturday,0
192.168.1.215,10.0.0.206,1467,941,ICMP,471,2023-01-04 13:44:19,Normal,0,13,Wednesday,0
192.168.1.91,10.0.0.88,52717,1006,UDP,294,2023-01-21 10:27:33,Normal,0,10,Saturday,0
192.168.1.128,10.0.0.47,64822,379,TCP,424,2023-01-06 07:19:49,Normal,0,7,Friday,0
192.168.1.71,10.0.0.70,53453,720,TCP,1090,2023-01-03 20:46:44,Normal,0,20,Tuesday,0
192.168.1.177,10.0.0.67,56032,686,TCP,1778,2023-01-17 12:56:22,Normal,0,12,Tuesday,0
192.168.1.133,10.0.0.167,24561,942,ICMP,1741,2023-01-01 19:55:22,Normal,0,19,Sunday,0
192.168.1.111,10.0.0.239,3072,148,TCP,458,2023-01-04 11:02:40,Normal,0,11,Wednesday,0
192.168.1.17,10.0.0.4,51155,86,UDP,741,2023-01-10 13:09:31,Normal,0,13,Tuesday,0
192.168.1.115,10.0.0.101,53663,226,ICMP,1144,2023-01-16 16:51:38,Shellcode,1,16,Monday,0
192.168.1.142,10.0.0.122,45425,954,TCP,866,2023-01-19 17:50:47,Normal,0,17,Thursday,0
192.168.1.202,10.0.0.13,56955,655,TCP,473,2023-01-12 20:44:56,Normal,0,20,Thursday,0
192.168.1.104,10.0.0.215,55236,783,ICMP,1082,2023-01-01 23:26:53,DoS,1,23,Sunday,0
192.168.1.141,10.0.0.189,48097,965,TCP,1667,2023-01-18 18:57:30,Normal,0,18,Wednesday,0
192.168.1.254,10.0.0.63,2051,603,TCP,1783,2023-01-12 15:55:03,Backdoor,1,15,Thursday,0
192.168.1.217,10.0.0.85,22755,638,ICMP,211,2023-01-23 02:59:42,Normal,0,2,Monday,0
192.168.1.20,10.0.0.80,21069,723,TCP,523,2023-01-18 22:08:43,Normal,0,22,Wednesday,0
192.168.1.169,10.0.0.34,61951,952,ICMP,1816,2023-01-16 09:55:31,Exploits,1,9,Monday,0
192.168.1.37,10.0.0.204,7402,26,TCP,831,2023-01-21 02:33:15,Normal,0,2,Saturday,1
192.168.1.157,10.0.0.127,27740,1007,UDP,1097,2023-01-20 02:35:47,Fuzzers,1,2,Friday,0
192.168.1.39,10.0.0.122,8815,556,UDP,1910,2023-01-11 17:28:56,Shellcode,1,17,Wednesday,0
192.168.1.196,10.0.0.190,28524,299,ICMP,1498,2023-01-05 00:16:09,Normal,0,0,Thursday,0
192.168.1.138,10.0.0.62,55068,5,UDP,546,2023-01-23 22:41:54,Normal,0,22,Monday,1
192.168.1.235,10.0.0.124,27338,630,TCP,1357,2023-01-20 02:04:51,Normal,0,2,Friday,0
192.168.1.152,10.0.0.187,8700,746,TCP,64,2023-01-21 09:04:45,Normal,0,9,Saturday,0
192.168.1.62,10.0.0.142,18144,620,ICMP,447,2023-01-15 10:59:21,Normal,0,10,Sunday,0
192.168.1.63,10.0.0.216,29529,748,UDP,1020,2023-01-07 02:03:16,Fuzzers,1,2,Saturday,0
192.168.1.79,10.0.0.188,22739,58,ICMP,1699,2023-01-16 03:34:57,Normal,0,3,Monday,0
192.168.1.249,10.0.0.69,41324,771,ICMP,569,2023-01-19 06:40:25,Normal,0,6,Thursday,0
192.168.1.253,10.0.0.54,1462,437,TCP,640,2023-01-15 23:35:09,DoS,1,23,Sunday,0
192.168.1.46,10.0.0.107,54702,779,ICMP,1487,2023-01-18 05:19:36,Fuzzers,1,5,Wednesday,0
192.168.1.48,10.0.0.159,21467,887,TCP,1795,2023-01-10 05:50:27,Normal,0,5,Tuesday,0
192.168.1.191,10.0.0.208,38951,686,ICMP,1042,2023-01-10 08:52:54,Normal,0,8,Tuesday,0
192.168.1.127,10.0.0.141,5493,22,UDP,1894,2023-01-12 21:35:03,Normal,0,21,Thursday,1
192.168.1.174,10.0.0.181,49681,919,UDP,618,2023-01-03 23:30:29,Normal,0,23,Tuesday,0
192.168.1.90,10.0.0.15,51884,102,UDP,404,2023-01-13 12:25:08,Normal,0,12,Friday,0
192.168.1.37,10.0.0.107,25515,1011,ICMP,729,2023-01-20 15:10:22,Fuzzers,1,15,Friday,0
192.168.1.248,10.0.0.198,65159,550,TCP,969,2023-01-02 12:05:03,Reconnaissance,1,12,Monday,0
192.168.1.24,10.0.0.106,52689,948,ICMP,1693,2023-01-15 02:36:41,Normal,0,2,Sunday,0
192.168.1.12,10.0.0.35,18350,951,ICMP,1249,2023-01-04 03:54:39,Normal,0,3,Wednesday,0
192.168.1.88,10.0.0.198,63078,898,TCP,917,2023-01-16 20:26:55,Normal,0,20,Monday,0
192.168.1.108,10.0.0.200,58712,614,ICMP,363,2023-01-06 11:02:57,Normal,0,11,Friday,0
192.168.1.67,10.0.0.143,37735,101,TCP,910,2023-01-18 04:44:47,Normal,0,4,Wednesday,0
192.168.1.167,10.0.0.124,5822,195,TCP,1786,2023-01-02 13:33:34,Fuzzers,1,13,Monday,0
192.168.1.45,10.0.0.141,5896,4,UDP,1012,2023-01-05 11:00:10,Fuzzers,1,11,Thursday,0
192.168.1.215,10.0.0.115,63118,69,ICMP,496,2023-01-15 14:06:04,Normal,0,14,Sunday,0
192.168.1.198,10.0.0.144,19742,593,UDP,69,2023-01-03 14:16:39,Normal,0,14,Tuesday,0
192.168.1.211,10.0.0.156,54670,696,TCP,393,2023-01-08 22:27:35,Normal,0,22,Sunday,0
192.168.1.38,10.0.0.118,56177,85,ICMP,379,2023-01-22 01:20:13,Normal,0,1,Sunday,0
192.168.1.4,10.0.0.160,20975,566,UDP,580,2023-01-15 04:26:23,Normal,0,4,Sunday,0
192.168.1.8,10.0.0.119,25972,248,TCP,1336,2023-01-06 15:37:55,Worms,1,15,Friday,0
192.168.1.218,10.0.0.185,49444,842,ICMP,892,2023-01-12 13:50:24,DoS,1,13,Thursday,0
192.168.1.55,10.0.0.145,41361,911,ICMP,60,2023-01-05 04:05:01,DoS,1,4,Thursday,0
192.168.1.117,10.0.0.125,51538,477,ICMP,1759,2023-01-04 15:54:10,Worms,1,15,Wednesday,0
192.168.1.178,10.0.0.31,9907,580,ICMP,856,2023-01-09 14:29:57,Backdoor,1,14,Monday,0
192.168.1.118,10.0.0.174,36091,450,TCP,1363,2023-01-17 17:21:31,Generic,1,17,Tuesday,0
192.168.1.221,10.0.0.175,65260,84,UDP,148,2023-01-17 06:00:20,Normal,0,6,Tuesday,1
192.168.1.214,10.0.0.193,63033,1018,UDP,1700,2023-01-19 08:52:15,Reconnaissance,1,8,Thursday,1
192.168.1.83,10.0.0.38,11712,16,TCP,1966,2023-01-24 01:12:02,Normal,0,1,Tuesday,1
192.168.1.34,10.0.0.76,22309,306,TCP,359,2023-01-21 13:08:08,Normal,0,13,Saturday,0
192.168.1.198,10.0.0.193,27164,598,UDP,1641,2023-01-20 05:20:26,Normal,0,5,Friday,0
192.168.1.179,10.0.0.196,50465,205,TCP,1372,2023-01-22 14:36:26,Exploits,1,14,Sunday,0
192.168.1.24,10.0.0.100,57507,98,ICMP,82,2023-01-05 10:01:47,Analysis,1,10,Thursday,0
192.168.1.124,10.0.0.136,7493,384,ICMP,179,2023-01-19 14:19:30,Normal,0,14,Thursday,0
192.168.1.21,10.0.0.231,59208,59,ICMP,942,2023-01-15 14:21:40,Normal,0,14,Sunday,0
